Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:30:00-05:00,298.1499938964844,307.1099853515625,297.8500061035156,302.9599914550781,302.9599914550781,14392685
2022-01-03 10:30:00-05:00,302.9721984863281,306.510009765625,301.8599853515625,304.1296081542969,304.1296081542969,5772977
2022-01-03 11:30:00-05:00,304.1199951171875,304.32989501953125,300.5,302.3349914550781,302.3349914550781,3859266
2022-01-03 12:30:00-05:00,302.3369140625,303.1400146484375,300.54998779296875,300.7900085449219,300.7900085449219,2803894
2022-01-03 13:30:00-05:00,300.7699890136719,301.25,299.1300964355469,301.1117858886719,301.1117858886719,3634772
2022-01-03 14:30:00-05:00,301.1184997558594,302.4700012207031,300.0199890136719,300.25,300.25,3172909
2022-01-03 15:30:00-05:00,300.239990234375,301.3399963378906,299.8514099121094,301.2300109863281,301.2300109863281,2703785
2022-01-04 09:30:00-05:00,302.7699890136719,304.67999267578125,293.5299987792969,294.6355895996094,294.6355895996094,11885702
2022-01-04 10:30:00-05:00,294.8381042480469,295.1000061035156,283.489990234375,285.8299865722656,285.8299865722656,12318988
2022-01-04 11:30:00-05:00,285.8299865722656,288.6000061035156,285.54998779296875,287.70001220703125,287.70001220703125,6592825
2022-01-04 12:30:00-05:00,287.6650085449219,288.04998779296875,284.70001220703125,286.6700134277344,286.6700134277344,4295672
2022-01-04 13:30:00-05:00,286.70001220703125,287.96990966796875,285.010009765625,287.1099853515625,287.1099853515625,3705128
2022-01-04 14:30:00-05:00,287.0600891113281,291.62548828125,286.9700012207031,291.5799865722656,291.5799865722656,5967910
2022-01-04 15:30:00-05:00,291.6199035644531,293.95001220703125,290.7900085449219,292.989990234375,292.989990234375,4934229
2022-01-05 09:30:00-05:00,287.17999267578125,294.1600036621094,285.8200988769531,288.5849914550781,288.5849914550781,9810824
2022-01-05 10:30:00-05:00,288.5,288.5799865722656,285.45001220703125,286.6000061035156,286.6000061035156,5453596
2022-01-05 11:30:00-05:00,286.6000061035156,286.8800048828125,283.79998779296875,284.06988525390625,284.06988525390625,4559899
2022-01-05 12:30:00-05:00,284.0299987792969,284.1799011230469,281.0708923339844,283.2868957519531,283.2868957519531,6309461
2022-01-05 13:30:00-05:00,283.25,285.79998779296875,280.010009765625,280.760009765625,280.760009765625,5877529
2022-01-05 14:30:00-05:00,280.8399963378906,281.69000244140625,275.3800964355469,275.64990234375,275.64990234375,8777306
2022-01-05 15:30:00-05:00,275.5799865722656,278.9700012207031,275.3299865722656,275.9599914550781,275.9599914550781,5850439
2022-01-06 09:30:00-05:00,276.0,282.1099853515625,270.6499938964844,278.6300048828125,278.6300048828125,16457410
2022-01-06 10:30:00-05:00,278.6199951171875,283.9798889160156,277.3399963378906,280.8299865722656,280.8299865722656,8040340
2022-01-06 11:30:00-05:00,280.8500061035156,282.19000244140625,278.4100036621094,280.0,280.0,4212796
2022-01-06 12:30:00-05:00,279.989990234375,281.2298889160156,277.54150390625,277.6799011230469,277.6799011230469,2971463
2022-01-06 13:30:00-05:00,277.6600036621094,281.6000061035156,277.6300048828125,280.885009765625,280.885009765625,3175357
2022-01-06 14:30:00-05:00,280.9299011230469,284.3799133300781,280.6700134277344,282.5299987792969,282.5299987792969,4994553
2022-01-06 15:30:00-05:00,282.5,282.94000244140625,280.1000061035156,281.79998779296875,281.79998779296875,3646983
2022-01-07 09:30:00-05:00,283.5,284.0,274.6099853515625,275.239990234375,275.239990234375,10056381
2022-01-07 10:30:00-05:00,275.2099914550781,276.385009765625,270.6300048828125,274.70001220703125,274.70001220703125,8727393
2022-01-07 11:30:00-05:00,274.71990966796875,276.44000244140625,273.3999938964844,274.2099914550781,274.2099914550781,4578055
2022-01-07 12:30:00-05:00,274.1499938964844,275.94989013671875,272.94000244140625,274.2300109863281,274.2300109863281,3494705
2022-01-07 13:30:00-05:00,274.1700134277344,275.70001220703125,272.54998779296875,273.4096984863281,273.4096984863281,3435796
2022-01-07 14:30:00-05:00,273.3999938964844,275.6000061035156,273.010009765625,273.489990234375,273.489990234375,4067103
2022-01-07 15:30:00-05:00,273.42999267578125,274.44000244140625,272.1499938964844,272.2799987792969,272.2799987792969,3789330
2022-01-10 09:30:00-05:00,264.875,268.0,257.2200012207031,259.8699951171875,259.8699951171875,18022668
2022-01-10 10:30:00-05:00,259.80999755859375,263.2398986816406,256.4383850097656,263.04998779296875,263.04998779296875,7909111
2022-01-10 11:30:00-05:00,263.1199035644531,263.1199035644531,258.010009765625,258.60009765625,258.60009765625,5751482
